Name,CASRN,Acronym,Formula,Molar mass,Lifetime (yr),RE (W m-2 ppb-1),AGWP 20-yr,GWP 20-yr,AGWP 100-yr,GWP 100-yr,AGWP 500-yr,GWP 500-yr,AGTP 20-yr,GTP 20-yr,AGTP 50-yr,GTP 50-yr,AGTP 100-yr,GTP 100-yr,Column1
2-Methyl-2-propenal,78-85-3,Isobutenal,CH2C(CH3)CHO,,,0.0374,,,,,,,,,,,,,
2-Methyl-1-propanal,78-84-2,Isobutyraldehyde,(CH3)2CHCHO,,,0.02461,,,,,,,,,,,,,
2-Methoxyethanol,109-86-4,,CH3OCH2CH2OH,,,0.10615,,,,,,,,,,,,,
2-Hexanone,591-78-6,,(n-C4H9)C(O)CH3,,,0.03284,,,,,,,,,,,,,
2-Ethyl-1-hexanol,104-76-7,,C8H18O#,,,0.04973,,,,,,,,,,,,,
2-Ethoxyethyl acetate,111-15-9,,C6H12O3,,,0.20529,,,,,,,,,,,,,
2-Butoxyethanol,111-76-2,,(n-C4H9)OCH2CH2OH,,,0.13385,,,,,,,,,,,,,
1:4-Dioxane,123-91-1,,C4H8O2#,,,0.11471,,,,,,,,,,,,,
2-Methyloxirane,75-56-9,Propylene oxide,C3H6O2#,,,0.03909,,,,,,,,,,,,,
2-Ethyloxirane,106-88-7,1:2-Epoxybutane,C4H8O#,,,0.0401,,,,,,,,,,,,,
1-Propanol,71-23-8,,CH3CH2CH2OH,,,0.04887,,,,,,,,,,,,,
1-Hexanol,111-27-3,,(n-C5H11)CH2OH,,,0.04831,,,,,,,,,,,,,
1-Hexanoic acid,142-62-1,,(n-C5H11)COOH,,,0.12533,,,,,,,,,,,,,
1-Heptanol,111-70-6,,(n-C6H13)CH2OH,,,0.04886,,,,,,,,,,,,,
Butyl acetate,123-86-4,,(n-C4H9)OC(O)CH3,,,0.12435,,,,,,,,,,,,,
Butanal,123-72-8,Butyraldehyde,CH3CH2CH2CHO,,,0.01818,,,,,,,,,,,,,
Butanoic acid,107-92-6,Butyric acid,CH3CH2CH2COOH,,,0.12043,,,,,,,,,,,,,
Diethylketone,96-22-0,,(CH3CH2)2CO,,,0.04048,,,,,,,,,,,,,
Diisopropyl ether,108-20-3,,(CH3)2CHOCH(CH3)2,,,0.09695,,,,,,,,,,,,,
Dimethoxymethane,109-87-5,,CH3OCH2OCH3,,,0.16937,,,,,,,,,,,,,
Dimethyl carbonate,616-38-6,,(CH3O)2CO,,,0.11987,,,,,,,,,,,,,
1-(3-methoxypropoxy)propan-1-ol,34590-94-8,Dipropylene glycol methyl ether,C7H16O#,,,0.21786,,,,,,,,,,,,,
Dipropyl ether,111-43-3,,(CH3CH2CH2)2O,,,0.09071,,,,,,,,,,,,,
Ethyl butyrate,105-54-4,,CH3CH2CH2C(O)OCH2CH3,,,0.14342,,,,,,,,,,,,,
Ethylene oxide,75-21-8,,cyc-C2H4O,,,0.04262,,,,,,,,,,,,,
2-ethoxy-2-methylpropane,637-92-3, Ethyl tert-butyl ether,(CH3)3COCH2CH3,,,0.0944,,,,,,,,,,,,,
1:2-Dimethoxyethane,110-71-4,Dimethyl glycol,CH3O(CH2)2OCH3,,,0.13612,,,,,,,,,,,,,
3-methyl-1-butanol,123-51-3,Isoamyl alcohol,(CH3)2CHCH2CH2OH,,,0.0497,,,,,,,,,,,,,
Isopropyl acetate,108-21-4,,(CH3)2CHOC(O)CH3,,,0.13929,,,,,,,,,,,,,
Methyl acetate,79-20-9,,CH3OC(O)CH3,,,0.0907,,,,,,,,,,,,,
Methyl acrylate,96-33-3,,CH2=CHC(O)OCH3,,,0.14602,,,,,,,,,,,,,
Methyl benzoate,93-58-3,,C6H5C(O)OCH3,,,0.1287,,,,,,,,,,,,,
Methyl formate,107-31-3,,CH3OCHO,,,0.10765,,,,,,,,,,,,,
Methyl isobutyl ketone,108-10-1,MIBK,(CH3)2CHCH2C(O)CH3,,,0.03757,,,,,,,,,,,,,
Methyl isobutyrate,547-63-7,,(CH3)2CHC(O)OCH3,,,0.12309,,,,,,,,,,,,,
3-methyl-2-butanone,563-80-4,Methyl isopropyl ketone,(CH3)2CHC(O)CH3,,,0.03513,,,,,,,,,,,,,
n-Amyl acetate,628-63-7,,(n-C5H11)OC(O)CH3,,,0.11354,,,,,,,,,,,,,
Butanol,71-36-3,,CH3CH2CH2CH2OH,,,0.04972,,,,,,,,,,,,,
Vinyl acetate,108-05-4,,CH2=CHOC(O)CH3,,,0.22352,,,,,,,,,,,,,
2-Phenyl-oxirane,96-09-3,Styrene oxide,C8H8#,,,0.05804,,,,,,,,,,,,,
2-methyl-2-propanol,75-65-0,t-Butyl alcohol,(CH3)3COH,,,0.05935,,,,,,,,,,,,,
2-Methoxy-2-methylbutane,994-05-8,tert-Amyl methyl ether,CH3CH2C(CH3)2OCH3,,,0.0782,,,,,,,,,,,,,
tert-Butyl acetate,540-88-5,,(CH3)3COC(O)CH3,,,0.13998,,,,,,,,,,,,,
tert-Butyl methyl ether,1634-04-4,,(CH3)3COCH3,,,0.07558,,,,,,,,,,,,,
Propargyl alcohol,107-19-7,,HCCH2OH,,,0.05545,,,,,,,,,,,,,
Propyl acetate,109-60-4,,CH3CH2CH2OC(O)CH3,,,0.12351,,,,,,,,,,,,,
Propylene glycol,57-55-6,,CH3CHOHCH2OH,,,0.08697,,,,,,,,,,,,,
2-Butanol,78-92-2,sec-Butyl alcohol,CH3CH2CHOHCH3,,,0.05484,,,,,,,,,,,,,
Neopentyl alcohol,75-84-3,,(CH3)3CCH2OH,,,0.043,,,,,,,,,,,,,
Octafluorotetrahydrofuran,773-14-8,Octafluorooxolane,c-C4F8O,0.21603,3000,0.46304,2.41036E-10,10526,1.18927E-09,14748,5.56904E-09,20672,6.54063E-12,12083,6.98351E-12,15318,7.52026E-12,18139,
Crotonaldehyde,4170-30-3,,CH3CH=CHCHO,0.07009,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,
Methyl vinyl ketone,78-94-4,MVK,CH3COCH=CH2,0.07009,0.0011,0.00027,2.45057E-17,0,2.45057E-17,0,2.45057E-17,0,5.6837E-20,0,2.94433E-20,0,2.40739E-20,0,
trans-Crotonaldehyde,,,,,,0.05265,,,,,,,,,,,,,
allyl ether,557-40-4,AE,(CH2=CHCH2)2O,0.09815,0.0002,0.001,1.31228E-17,0,1.31228E-17,0,1.31228E-17,0,3.04335E-20,0,1.57669E-20,0,1.28916E-20,0,
allyl ethyl ether,557-31-3,AEE,CH3CH2OCH2CH=CH2,0.08614,0.0005,0.001,2.99049E-17,0,2.99049E-17,0,2.99049E-17,0,6.93547E-20,0,3.59303E-20,0,2.93779E-20,0,
(Z)-2-hexen-1-ol,928-94-9,,CH3CH2CH2CH=CHCH2OH,0.10017,0.0001,0.03826,2.15476E-16,0,2.15476E-16,0,2.15476E-16,0,4.99708E-19,0,2.58891E-19,0,2.11679E-19,0,
(E)-3-hexen-1-ol,928-95-0,,CH3CH2CH2CH=CHCH2OH,0.10017,0.0001,0.03562,2.00608E-16,0,2.00608E-16,0,2.00608E-16,0,4.65227E-19,0,2.41027E-19,0,1.97073E-19,0,
,,,,,,,,,,,,,,,,,,,
Iodocarbons and hydroiodocarbons,,,,,,,,,,,,,,,,,,,
Diiodomethane,75-11-6,,CH2I2,,,0.03849,,,,,,,,,,,,,
Iodoethane,75-03-6,,CH3CH2I,,,0.0206,,,,,,,,,,,,,
Iodomethane,74-88-4,,CH3I,,,0.00876,,,,,,,,,,,,,
3-Iodo-1-propene,556-56-9,Allyl iodide,CH2=CHCH2I,,,0.04236,,,,,,,,,,,,,
2-Iodopropane,75-30-9,Isopropyl iodide,(CH3)2CHI,,,0.03019,,,,,,,,,,,,,
2-Iodo-2-methylpropane,558-17-8,,(CH3)3CI,,,0.03194,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Nitriles: amines and other nitrogenated hydrocarbons,,,,,,,,,,,,,,,,,,,
Acetonitrile,75-05-8,Methyl Cyanide,CH3CN,,,0.00196,,,,,,,,,,,,,
Peroxyacetyl nitrate,2278-22-0,,CH3C(O)OONO2,,,0.17318,,,,,,,,,,,,,
Diethylamine,109-89-7,,(CH3CH2)2NH2,,,0.03757,,,,,,,,,,,,,
N-Butylamine,109-73-9,,(n-CH4H9)NH2,,,0.06801,,,,,,,,,,,,,
Diisopropylamine,108-18-9,,((CH3)2CH)2NH,,,0.04071,,,,,,,,,,,,,
Triethylamine,121-44-8,,(CH3CH2)3N,,,0.04786,,,,,,,,,,,,,
Dimethylamine,124-40-3,,(CH3)2NH,,,0.03635,,,,,,,,,,,,,
Ethylamine,75-04-7,,CH3CH2NH2,,,0.06731,,,,,,,,,,,,,
Ethylenediamine,107-15-3,,NH2CH2CH2NH2,,,0.11881,,,,,,,,,,,,,
Hydrazine,302-01-2,,NH2NH2,,,0.07586,,,,,,,,,,,,,
Isocyanic acid,75-13-8,,HNCO,,,0.0781,,,,,,,,,,,,,
Isopropylamine,75-31-0,,(CH3)2CHNH2,,,0.0697,,,,,,,,,,,,,
Trimethylamine,75-50-3,,(CH3)3N,,,0.03293,,,,,,,,,,,,,
N:N-Diethylaniline,91-66-7,,C6H5N(CH2CH3)2,,,0.0763,,,,,,,,,,,,,
Nitrous acid,7782-77-6,,HONO,,,0.14249,,,,,,,,,,,,,
2-Methylbenzenamine,95-53-4,o-Toluidine,C7H9N#,,,0.05512,,,,,,,,,,,,,
Piperidine,110-89-4,,cyc-C5H11N,,,0.04411,,,,,,,,,,,,,
2-Methylaziridine,75-55-8,Propylenimine,C3H7N#,,,0.05214,,,,,,,,,,,,,
Pentan-2-amine,41444-43-3,2-Pentamine,C5H13N,,,0.0667,,,,,,,,,,,,,
2-Vinylpyridine,100-69-6,,C7H7N#,,,0.05445,,,,,,,,,,,,,
Prop-2-enenitrile,107-13-1,Acrylonitrile,CH2=CHCN,,,0.02692,,,,,,,,,,,,,
N:N-diethyl formamide,617-84-5,,(CH3CH2)2NCHO,,,0.06614,,,,,,,,,,,,,
Benzonitrile,100-47-0,Phenyl cyanide,C6H5CN,,,0.02828,,,,,,,,,,,,,
Phenylamine,62-53-3,Aniline,C6H5NH2,,,0.05315,,,,,,,,,,,,,
Pentyl nitrate,1002-16-0,amyl nitrate,(n-C5H11)ONO2,,,0.19458,,,,,,,,,,,,,
3-isothiocyanato-1-propene,57-06-7,Allyl isothiocyante,CH2=CHCH2NCS,,,0.0619,,,,,,,,,,,,,
2-Hydroxy-2-methylpropanenitrile,75-86-5,Acetone cyanohydrin,(CH3)2C(OH)CN,,,0.06932,,,,,,,,,,,,,
4-Methylpyridine,108-89-4,4-Picoline,C6H7N#,,,0.02495,,,,,,,,,,,,,
3-Methylpyridine,108-99-6,3-Picoline,C6H7N#,,,0.02129,,,,,,,,,,,,,
2-Methylpyridine,109-06-8,2-Picoline,C6H7N#,,,0.0237,,,,,,,,,,,,,
2-Nitropropane,79-46-9,,(CH3)2CHNO2,,,0.02527,,,,,,,,,,,,,
2:4-Diisocyanate-1-methylbenzene,584-84-9,2:4-Toulene diisocyanate,C9H6N2O2#,,,0.10868,,,,,,,,,,,,,
1-Nitropropane,108-03-2,,(n-C3H7)NO2,,,0.02254,,,,,,,,,,,,,
1:1-Dimethylhydrazine,57-13-7,,(CH3)2NNH2,,,0.06067,,,,,,,,,,,,,
Cadaverine,462-94-2,,NH2(CH2)5NH2,,,0.1475,,,,,,,,,,,,,
Chloropicrin,76-06-2,,CCl3NO2,,,0.1521,,,,,,,,,,,,,
Cyanogenchloride,506-77-4,,CNCl,,,0.00455,,,,,,,,,,,,,
Cyanogen,460-195,,NCCN,,,0.00093,,,,,,,,,,,,,
Propanenitrile,107-12-0,Ethyl cyanide,CH3CH2CN,,,0.00372,,,,,,,,,,,,,
3-Butenenitrile,109-75-1,Allyl cyanide,CH2=CHCH2CN,0.0671,0.0018,0.00026,4.03872E-17,0,4.03872E-17,0,4.03872E-17,0,9.36785E-20,0,4.8525E-20,0,3.96758E-20,0,
Ethyl nitrite,109-95-5,,CH3CH2ONO,,,0.18566,,,,,,,,,,,,,
2-Methyl-2-propenenitrile,126-98-7,Methylacrylonitrile,CH2=C(CH3)CN,,,0.0229,,,,,,,,,,,,,
Methylamine,74-89-5,,CH3NH2,,,0.059,,,,,,,,,,,,,
Methylhydrazine,60-34-4,,CH3NHNH2,,,0.06945,,,,,,,,,,,,,
Morpholine,110-91-8,,C4H9NO#,,,0.10782,,,,,,,,,,,,,
n-Butyl isocyanate,111-36-4,,(n-C4H9)NCO,,,0.02732,,,,,,,,,,,,,
Nitric acid,7697-37-2,,HONO2,,,0.12023,,,,,,,,,,,,,
Nitric oxide,10102-43-9,,NO,,,0.00029,,,,,,,,,,,,,
Nitrogen dioxide,10102-44-0,,NO2,,,0.00475,,,,,,,,,,,,,
Nitromethane,75-52-5,,CH3NO2,,,0.01512,,,,,,,,,,,,,
Nitrobenzene,98-95-3,,C6H5NO2,,,0.04527,,,,,,,,,,,,,
Nitrosyl chloride,2696-92-6,,ClNO,,,0.02669,,,,,,,,,,,,,
Methyl nitrite,624-91-9,,CH3ONO,,,0.13969,,,,,,,,,,,,,
Pyridine,110-86-1,,cyc-C5H5N,,,0.01306,,,,,,,,,,,,,
Trifluoronitrosomethane,334-99-6,,CF3NO,,,0.13421,,,,,,,,,,,,,
2-Methyl-2-butanamine,594-39-8,tert-Amylamine,CH3CH2C(CH3)2NH2,,,0.07421,,,,,,,,,,,,,
Quinoline,91-22-5,,C9H7N#,,,0.06231,,,,,,,,,,,,,
Dimethylcarbamoyl chloride,79-44-7,,(CH3)2NC(O)Cl,,,0.13432,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sulfur containing compounds,,,,,,,,,,,,,,,,,,,
Carbon disulfide,75-15-0,,S=C=S,,,0.00391,,,,,,,,,,,,,
Dimethyl disulfide,624-92-0,,CH3SSCH3,,,0.00769,,,,,,,,,,,,,
Dimethyl sulfate,77-78-1,,CH3O(SO2)OCH3,,,0.35697,,,,,,,,,,,,,
Dimethyl sulfide,75-18-3,,CH3SCH3,,,0.00546,,,,,,,,,,,,,
Dimethyl sulfoxide,67-68-5,,(CH3)2S=O,,,0.06452,,,,,,,,,,,,,
Methyl isothiocyanate,556-61-6,,CH3NCS,,,0.02769,,,,,,,,,,,,,
Methanethiol,74-93-1,Methyl mercaptan,CH3SH,,,0.00494,,,,,,,,,,,,,
Benzenethiol,108-98-5,Thiophenol,C6H5SH,,,0.02578,,,,,,,,,,,,,
2-Methyl-1-propanethiol,513-44-0,,(CH3)2CHCH2SH,,,0.01209,,,,,,,,,,,,,
Carbonyl Sulfide,463-58-1,OCS,COS,,,0.0162,,,,,,,,,,,,,
Diethyl sulfate,64-67-5,,CH3CH2O(SO2)OCH2CH3,,,0.46019,,,,,,,,,,,,,
Diethyl sulfide,352-93-2,,(CH3CH2)2S,,,0.01291,,,,,,,,,,,,,
Thiirane,420-12-2,Ethylene sulfide,cyc-C2H4S,,,0.00932,,,,,,,,,,,,,
Ethyl mercaptan,75-08-1,,CH3CH2SH,,,0.00849,,,,,,,,,,,,,
Sulfur dioxide,7446-09-5,,SO2,,,0.01778,,,,,,,,,,,,,
Sulfur trioxide,7446-11-9,,SO3,,,0.03024,,,,,,,,,,,,,
Thiophene,110-02-1,,cyc-C4H4S,,,0.0299,,,,,,,,,,,,,
Thiophosgene,463-71-8,,Cl2C=S,,,0.18427,,,,,,,,,,,,,
Tetrahydrothiophene,110-01-0,,cyc-C4H8S,,,0.0058,,,,,,,,,,,,,
Methanesulfonyl chloride,124-63-0,,CH3(SO2)Cl,,,0.12658,,,,,,,,,,,,,
Perchloromethyl mercaptan,594-42-3,,CCl3SCl,,,0.12344,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Silicon containing compounds,,,,,,,,,,,,,,,,,,,
hexamethyldisiloxane,107-46-0,,C6H18OSi2#,0.16241,0.0247,0.047,4.02563E-14,2,4.02563E-14,0,4.02563E-14,0,9.35974E-17,0,4.83723E-17,0,3.95508E-17,0,
octamethyltrisiloxane,107-51-7,,C8H24O2Si3#,0.23657,0.0192,0.06,2.74401E-14,1,2.74401E-14,0,2.74401E-14,0,6.37627E-17,0,3.29715E-17,0,2.69586E-17,0,
decamethyltetrasiloxane,141-62-8,,C10H30O3Si4#,0.31073,0.0137,0.06,1.49227E-14,1,1.49227E-14,0,1.49227E-14,0,3.46562E-17,0,1.79304E-17,0,1.46606E-17,0,
dodecamethylpentasiloxane,141-63-9,,C12H36O4Si5#,0.38489,0.011,0.064,1.02803E-14,0,1.02803E-14,0,1.02803E-14,0,2.38679E-17,0,1.23522E-17,0,1.00996E-17,0,
hexamethylcyclotrisiloxane,541-05-9,,C6H18O3Si3#,0.22248,0.0384,0.1,9.72598E-14,4,9.72598E-14,1,9.72598E-14,0,2.26458E-16,0,1.16875E-16,0,9.55606E-17,0,
octamethylcyclotetrasiloxane,556-67-2,,C8H24O4Si4#,0.29664,0.0274,0.12,6.25238E-14,3,6.25238E-14,1,6.25238E-14,0,1.45412E-16,0,7.51299E-17,0,6.14288E-17,0,
decamethylcyclopentasiloxane,541-02-6,,C10H30O5Si5#,0.3708,0.0164,0.098,2.4509E-14,1,2.4509E-14,0,2.4509E-14,0,5.69355E-17,0,2.94492E-17,0,2.40787E-17,0,
dodecamethylcyclohexasiloxane,540-97-6,,C12H36O6Si6#,0.44496,0.011,0.086,1.19492E-14,1,1.19492E-14,0,1.19492E-14,0,2.77426E-17,0,1.43574E-17,0,1.17392E-17,0,
Dichlorosilane,4109-96-0,,SiH2Cl2,,,0.21379,,,,,,,,,,,,,
Methyltrichlorosilane,75-79-6,,CH3SiCl3,,,0.17961,,,,,,,,,,,,,
Silane,7803-62-5,,SiH4,,,0.19433,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Other compounds,,,,,,,,,,,,,,,,,,,
Chlorine Nitrate,14545-72-3,,ClONO2,,,0.08556,,,,,,,,,,,,,
Dinitrogen pentoxide,10102-03-1,,O2NNONO2,,,0.18521,,,,,,,,,,,,,
Peroxynitric acid,26404-66-0,,HOONO2,,,0.05056,,,,,,,,,,,,,
Chlorine peroxide,12292-23-8,,ClOOCl,,,0.00695,,,,,,,,,,,,,
Ammonia,7664-41-7,,NH3,,,0.0607,,,,,,,,,,,,,
Arsine,7784-42-1,,AsH3,,,0.02232,,,,,,,,,,,,,
Trichloroborone,10294-34-5,,BrCl3,,,0.32114,,,,,,,,,,,,,
Trifluoroborone,7637-07-2,,BrF3,,,0.02007,,,,,,,,,,,,,
Diborane,19287-45-7,,cyc-(-BH2-H-BH2-H-),,,0.03415,,,,,,,,,,,,,
Dichloromethylphosphine,676-83-5,,CH3PCl2,,,0.01777,,,,,,,,,,,,,
Carbon monoxide,630-08-0,,CO,,,0.00079,,,,,,,,,,,,,
Germane,7782-65-2,,GeH4,,,0.15461,,,,,,,,,,,,,
Hydrogen cyanide,74-90-8,Prussic acid,HCN,,,0.01201,,,,,,,,,,,,,
Hydrogen peroxide,7722-84-1,,HOOH,,,0.0151,,,,,,,,,,,,,
Hydrogen sulfide,04.06.7783,,H2S,,,0.00009,,,,,,,,,,,,,
Iron pentacarbonyl,13463-40-6,,Fe(CO)5,,,0.09909,,,,,,,,,,,,,
Nickel carbonyl,13463-39-3,,Ni(CO)4,,,0.03652,,,,,,,,,,,,,
Phosphoric trichloride,10025-87-3,Phosphorous oxychloride,P(O)Cl3,,,0.1045,,,,,,,,,,,,,
Titanium tetrachloride,7550-45-0,,TiCl4,,,0.01643,,,,,,,,,,,,,
Tungsten hexafluoride,7783-82-6,,WF6,,,0.08562,,,,,,,,,,,,,
Carbonyl Fluoride,353-50-4,,CF2O,,,0.123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
