# Name,CASRN,Acronym,Formula,Lifetime,Radiative_efficiency,AGWP20,GWP20,AGWP100,GWP100,AGWP500,GWP500,AGTP50,GTP50,AGTP100,GTP100,CGTP50,CGTP100
        Perfluoroethyl formate,          313064-40-3,                     ,                     CF3CF2OCHO, 3.600, 0.408, 5.19343e-11, 2134.030, 5.34033e-11, 596.917, 5.34189e-11, 170.232, 5.78770e-14, 135.320, 4.30638e-14, 109.133, 60798.428, 72120.325
  2:2:2-Trifluoroethyl formate,           32042-38-9,                     ,                     CF3CH2OCHO, 0.548, 0.192, 4.80027e-12, 197.248, 4.90003e-12, 54.770, 4.90053e-12, 15.617, 5.15655e-15, 12.056, 3.90134e-15, 9.887, 5616.151, 6647.439
1:1:1:3:3:3-Hexafluoropropan-2,          856766-70-6,                     ,                   (CF3)2CHOCHO, 3.100, 0.255, 2.34539e-11, 963.742, 2.40474e-11, 268.790, 2.40536e-11, 76.653, 2.59154e-14, 60.592, 1.93498e-14, 49.037, 27408.387, 32499.884
  Vinyl 2:2:2-trifluoroacetate,             433-28-3,                     ,                   CF3COOCH=CH2, 0.004, 0.004, 7.04526e-16, 0.029, 7.18723e-16, 0.008, 7.18895e-16, 0.002, 7.52337e-19, 0.002, 5.71198e-19, 0.001, 0.825, 0.976
  Ethyl 2:2:2-trifluoroacetate,             383-63-1,                     ,                   CF3COOCH2CH3, 0.060, 0.056, 1.38671e-13, 5.698, 1.41484e-13, 1.581, 1.41501e-13, 0.451, 1.48250e-16, 0.347, 1.12438e-16, 0.285, 162.354, 192.105
  Allyl 2:2:2-trifluoroacetate,             383-67-5,                     ,                CF3COOCH2CH=CH2, 0.003, 0.005, 6.35631e-16, 0.026, 6.48439e-16, 0.007, 6.48595e-16, 0.002, 6.78757e-19, 0.002, 5.15341e-19, 0.001, 0.745, 0.881
 Methyl 2:2:2-trifluoroacetate,             431-47-0,                     ,                      CF3COOCH3, 1.000, 0.158, 7.20649e-12, 296.122, 7.35954e-12, 82.262, 7.36048e-12, 23.456, 7.77532e-15, 18.179, 5.87028e-15, 14.877, 8426.903, 9977.359
2:2:3:3:4:4:4-Heptafluorobutan,             375-01-9,                     ,                 CF3CF2CF2CH2OH, 0.550, 0.199, 3.19561e-12, 131.311, 3.26203e-12, 36.461, 3.26236e-12, 10.396, 3.43286e-15, 8.026, 2.59721e-15, 6.582, 3738.749, 4425.298
1:1:2-Trifluoro-2-(trifluorome,           84011-06-3,                     ,                    CHF2CHFOCF3, 9.000, 0.353, 9.75850e-11, 4009.861, 1.12605e-10, 1258.648, 1.12689e-10, 359.110, 1.62048e-13, 378.880, 9.33071e-14, 236.462, 125854.347, 150817.551
1-Ethoxy-1:1:2:3:3:3-hexafluor,             380-34-7,                     ,               CF3CHFCF2OCH2CH3, 0.403, 0.193, 2.31715e-12, 95.214, 2.36498e-12, 26.435, 2.36520e-12, 7.537, 2.48568e-15, 5.812, 1.88187e-15, 4.769, 2711.465, 3209.059
1:1:1:2:2:3:3-Heptafluoro-3-(1,            3330-15-2,                     ,               CF3CF2CF2OCHFCF3, 59.400, 0.591, 2.02395e-10, 8316.601, 5.92769e-10, 6625.701, 7.33225e-10, 2336.595, 2.93497e-12, 6862.169, 1.63266e-12, 4137.522,   nan,   nan
2:2:3:3-Tetrafluoropropan-1-ol,              76-37-9,                     ,                   CHF2CF2CH2OH, 0.255, 0.112, 1.26584e-12, 52.014, 1.29178e-12, 14.439, 1.29190e-12, 4.117, 1.35599e-15, 3.170, 1.02730e-15, 2.603, 1481.525, 1753.235
2:2:3:4:4:4-Hexafluorobutan-1-,             382-31-0,                     ,                 CF3CHFCF2CH2OH, 0.367, 0.227, 2.67209e-12, 109.799, 2.72716e-12, 30.483, 2.72741e-12, 8.692, 2.86547e-15, 6.700, 2.16976e-15, 5.499, 3126.950, 3700.704
1:1:2:2-Tetrafluoro-3-methoxyp,           60598-17-6,                     ,                 CHF2CF2CH2OCH3, 0.071, 0.052, 1.46842e-13, 6.034, 1.49823e-13, 1.675, 1.49840e-13, 0.478, 1.57007e-16, 0.367, 1.19069e-16, 0.302, 171.915, 203.420
1:1:1:2:2:4:5:5:5-Nonafluoro-4,             756-13-8, perfluoro-2-methylpe,               CF3CF2COCF(CF3)2, 0.019, 0.028, 1.00112e-14, 0.411, 1.02134e-14, 0.114, 1.02153e-14, 0.033, 1.06950e-17, 0.025, 8.11654e-18, 0.021, 11.724, 13.872
       3:3:3-Trifluoropropanal,             460-40-2,                     ,                      CF3CH2CHO, 0.008, 0.005, 2.20647e-15, 0.091, 2.25096e-15, 0.025, 2.25147e-15, 0.007, 2.35649e-18, 0.006, 1.78890e-18, 0.005, 2.584, 3.058
               2-Fluoroethanol,             371-62-0,                     ,                      CH2FCH2OH, 0.044, 0.012, 4.64741e-14, 1.910, 4.74158e-14, 0.530, 4.74221e-14, 0.151, 4.96729e-17, 0.116, 3.76805e-17, 0.095, 54.415, 64.386
           2:2-Difluoroethanol,             359-13-7,                     ,                      CHF2CH2OH, 0.167, 0.046, 5.41936e-13, 22.269, 5.52997e-13, 6.181, 5.53048e-13, 1.762, 5.80038e-16, 1.356, 4.39629e-16, 1.114, 634.356, 750.653
        2:2:2-Trifluoroethanol,              75-89-8,                     ,                       CF3CH2OH, 0.458, 0.117, 3.13071e-12, 128.644, 3.19550e-12, 35.718, 3.19581e-12, 10.184, 3.36017e-15, 7.856, 2.54329e-15, 6.445, 3663.223, 4335.635
1:1:3:3:4:4:6:6:7:7:9:9:10:10:,          173350-38-4,                HG-04,            CHF2O(CF2CF2O)4CHF2, 26.900, 1.461, 2.04439e-10, 8400.606, 3.91841e-10, 4379.817, 4.03010e-10, 1284.286, 1.56348e-12, 3655.526, 5.37555e-13, 1362.287,   nan,   nan
Methyl-perfluoroheptene-ethers,                     ,                     ,                      CH3OC7F13, 0.304, 0.270, 1.32267e-12, 54.350, 1.34985e-12, 15.088, 1.34997e-12, 4.302, 1.41754e-15, 3.314, 1.07369e-15, 2.721, 1547.948, 1831.900
   1:1:1-Trifluoropropan-2-one,             421-50-1, 3:3:3-Trifluoroaceto,                       CF3COCH3, 0.014, 0.011, 7.87785e-15, 0.324, 8.03688e-15, 0.090, 8.03850e-15, 0.026, 8.41482e-18, 0.020, 6.38697e-18, 0.016, 9.226, 10.916
    1:1:1-Trifluorobutan-2-one,             381-88-4,                     ,                    CF3COCH2CH3, 0.018, 0.010, 8.34281e-15, 0.343, 8.51133e-15, 0.095, 8.51292e-15, 0.027, 8.91241e-18, 0.021, 6.76392e-18, 0.017, 9.770, 11.560
     2-chloroethyl vinyl ether,             110-75-8,               2ClEVE,                ClCH2CH2OCH=CH2, 0.000, 0.001, 1.64506e-17, 0.001, 1.67818e-17, 0.000, 1.67861e-17, 0.000, 1.75652e-20, 0.000, 1.33374e-20, 0.000, 0.019, 0.023
                        Ethane,              74-84-0,                     ,                           C2H6, 0.159, 0.001, 3.82845e-14, 1.573, 3.90655e-14, 0.437, 3.90691e-14, 0.125, 4.09728e-17, 0.096, 3.10559e-17, 0.079, 44.814, 53.029
                       Propane,              74-98-6,                     ,                           C3H8, 0.036, 0.000, 1.74521e-15, 0.072, 1.78054e-15, 0.020, 1.78080e-15, 0.006, 1.86507e-18, 0.004, 1.41496e-18, 0.004, 2.043, 2.418
                        Butane,             106-97-8,                     ,                        n-C4H10, 0.019, 0.000, 5.42156e-16, 0.022, 5.53108e-16, 0.006, 5.53211e-16, 0.002, 5.79180e-19, 0.001, 4.39552e-19, 0.001, 0.635, 0.751
          2-methyl-3-pentanone,             565-69-5,                     ,               CH3CH2COCH(CH3)2, 0.015, 0.020, 1.75008e-14, 0.719, 1.78541e-14, 0.200, 1.78577e-14, 0.057, 1.86942e-17, 0.044, 1.41888e-17, 0.036, 20.496, 24.251
            Ethyl methyl ether,             540-67-0,                     ,                     CH3CH2OCH3, 0.005, 0.002, 8.55545e-16, 0.035, 8.72790e-16, 0.010, 8.72994e-16, 0.003, 9.13644e-19, 0.002, 6.93636e-19, 0.002, 1.002, 1.186
     Octafluorotetrahydrofuran,             773-14-8,    Octafluorooxolane,                        c-C4F8O, 3000.000, 0.463, 2.46077e-10, 10111.545, 1.24379e-09, 13902.533, 5.88578e-09, 18756.434, 6.18303e-12, 14456.342, 6.65065e-12, 16854.267,   nan,   nan
                Crotonaldehyde,            4170-30-3,                     ,                    CH3CH=CHCHO, 0.001, 0.000, 0.00000e+00, 0.000, 0.00000e+00, 0.000, 0.00000e+00, 0.000, 0.00000e+00, 0.000, 0.00000e+00, 0.000, 0.000, 0.000
           Methyl vinyl ketone,              78-94-4,                  MVK,                    CH3COCH=CH2, 0.001, 0.000, 2.47580e-17, 0.001, 2.52567e-17, 0.000, 2.52630e-17, 0.000, 2.64361e-20, 0.000, 2.00727e-20, 0.000, 0.029, 0.034
                   allyl ether,             557-40-4,                   AE,                  (CH2=CHCH2)2O, 0.000, 0.001, 1.19056e-17, 0.000, 1.21454e-17, 0.000, 1.21485e-17, 0.000, 1.27122e-20, 0.000, 9.65255e-21, 0.000, 0.014, 0.017
             allyl ethyl ether,             557-31-3,                  AEE,               CH3CH2OCH2CH=CH2, 0.001, 0.001, 3.39140e-17, 0.001, 3.45970e-17, 0.000, 3.46057e-17, 0.000, 3.62120e-20, 0.000, 2.74960e-20, 0.000, 0.040, 0.047
              (Z)-2-hexen-1-ol,             928-94-9,                     ,            CH3CH2CH2CH=CHCH2OH, 0.000, 0.038, 2.23161e-16, 0.009, 2.27655e-16, 0.003, 2.27713e-16, 0.001, 2.38280e-19, 0.001, 1.80930e-19, 0.000, 0.261, 0.309
              (E)-3-hexen-1-ol,             928-95-0,                     ,            CH3CH2CH2CH=CHCH2OH, 0.000, 0.036, 2.07763e-16, 0.009, 2.11947e-16, 0.002, 2.12001e-16, 0.001, 2.21839e-19, 0.001, 1.68445e-19, 0.000, 0.243, 0.288
               3-Butenenitrile,             109-75-1,        Allyl cyanide,                    CH2=CHCH2CN, 0.002, 0.000, 4.07514e-17, 0.002, 4.15723e-17, 0.000, 4.15825e-17, 0.000, 4.35143e-20, 0.000, 3.30394e-20, 0.000, 0.048, 0.056
          hexamethyldisiloxane,             107-46-0,                     ,                     C6H18OSi2#, 0.025, 0.047, 4.17724e-14, 1.716, 4.26171e-14, 0.476, 4.26242e-14, 0.136, 4.46317e-17, 0.104, 3.38671e-17, 0.086, 48.916, 57.879
         octamethyltrisiloxane,             107-51-7,                     ,                    C8H24O2Si3#, 0.019, 0.060, 2.84566e-14, 1.169, 2.90315e-14, 0.325, 2.90369e-14, 0.093, 3.04004e-17, 0.071, 2.30712e-17, 0.058, 33.325, 39.430
       decamethyltetrasiloxane,             141-62-8,                     ,                   C10H30O3Si4#, 0.014, 0.060, 1.54582e-14, 0.635, 1.57702e-14, 0.176, 1.57734e-14, 0.050, 1.65117e-17, 0.039, 1.25327e-17, 0.032, 18.104, 21.421
     dodecamethylpentasiloxane,             141-63-9,                     ,                   C12H36O4Si5#, 0.011, 0.064, 1.06879e-14, 0.439, 1.09036e-14, 0.122, 1.09059e-14, 0.035, 1.14155e-17, 0.027, 8.66525e-18, 0.022, 12.518, 14.811
    hexamethylcyclotrisiloxane,             541-05-9,                     ,                    C6H18O3Si3#, 0.038, 0.100, 1.00874e-13, 4.145, 1.02916e-13, 1.150, 1.02931e-13, 0.328, 1.07807e-16, 0.252, 8.17855e-17, 0.207, 118.113, 139.755
  octamethylcyclotetrasiloxane,             556-67-2,                     ,                    C8H24O4Si4#, 0.027, 0.120, 6.47765e-14, 2.662, 6.60867e-14, 0.739, 6.60973e-14, 0.211, 6.92144e-17, 0.162, 5.25178e-17, 0.133, 75.852, 89.750
  decamethylcyclopentasiloxane,             541-02-6,                     ,                   C10H30O5Si5#, 0.016, 0.098, 2.53285e-14, 1.041, 2.58400e-14, 0.289, 2.58450e-14, 0.082, 2.70567e-17, 0.063, 2.05351e-17, 0.052, 29.662, 35.097
 dodecamethylcyclohexasiloxane,             540-97-6,                     ,                   C12H36O6Si6#, 0.011, 0.086, 1.24230e-14, 0.510, 1.26737e-14, 0.142, 1.26764e-14, 0.040, 1.32687e-17, 0.031, 1.00720e-17, 0.026, 14.550, 17.215
