# Time,AGWP_Ccycle,AGWP_fossilCO2,AGWP_bioCO2,AGTP_Ccycle,AGTP_fossilCO2,AGTP_bioCO2
114.200, 1.349e-13, 1.914e-13, -8.086e-14, 1.554e-16, 8.146e-16, -2.594e-16
114.300, 1.350e-13, 1.915e-13, -8.090e-14, 1.552e-16, 8.146e-16, -2.594e-16
114.400, 1.350e-13, 1.917e-13, -8.095e-14, 1.551e-16, 8.145e-16, -2.594e-16
114.500, 1.350e-13, 1.918e-13, -8.099e-14, 1.549e-16, 8.145e-16, -2.594e-16
114.600, 1.350e-13, 1.920e-13, -8.103e-14, 1.548e-16, 8.144e-16, -2.594e-16
114.700, 1.350e-13, 1.921e-13, -8.107e-14, 1.546e-16, 8.144e-16, -2.594e-16
114.800, 1.350e-13, 1.923e-13, -8.112e-14, 1.545e-16, 8.143e-16, -2.594e-16
114.900, 1.350e-13, 1.924e-13, -8.116e-14, 1.543e-16, 8.143e-16, -2.594e-16
115.000, 1.350e-13, 1.926e-13, -8.120e-14, 1.542e-16, 8.142e-16, -2.594e-16
115.100, 1.350e-13, 1.927e-13, -8.125e-14, 1.540e-16, 8.142e-16, -2.594e-16
115.200, 1.350e-13, 1.928e-13, -8.129e-14, 1.539e-16, 8.141e-16, -2.594e-16
115.300, 1.350e-13, 1.930e-13, -8.133e-14, 1.537e-16, 8.141e-16, -2.594e-16
115.400, 1.351e-13, 1.931e-13, -8.137e-14, 1.536e-16, 8.140e-16, -2.595e-16
115.500, 1.351e-13, 1.933e-13, -8.142e-14, 1.534e-16, 8.140e-16, -2.595e-16
115.600, 1.351e-13, 1.934e-13, -8.146e-14, 1.533e-16, 8.139e-16, -2.595e-16
115.700, 1.351e-13, 1.936e-13, -8.150e-14, 1.531e-16, 8.139e-16, -2.595e-16
115.800, 1.351e-13, 1.937e-13, -8.154e-14, 1.530e-16, 8.138e-16, -2.595e-16
115.900, 1.351e-13, 1.938e-13, -8.159e-14, 1.528e-16, 8.138e-16, -2.595e-16
116.000, 1.351e-13, 1.940e-13, -8.163e-14, 1.527e-16, 8.137e-16, -2.595e-16
116.100, 1.351e-13, 1.941e-13, -8.167e-14, 1.525e-16, 8.137e-16, -2.595e-16
116.200, 1.351e-13, 1.943e-13, -8.172e-14, 1.524e-16, 8.136e-16, -2.595e-16
116.300, 1.351e-13, 1.944e-13, -8.176e-14, 1.522e-16, 8.136e-16, -2.595e-16
116.400, 1.351e-13, 1.946e-13, -8.180e-14, 1.521e-16, 8.135e-16, -2.595e-16
116.500, 1.351e-13, 1.947e-13, -8.184e-14, 1.519e-16, 8.135e-16, -2.595e-16
116.600, 1.352e-13, 1.948e-13, -8.189e-14, 1.518e-16, 8.134e-16, -2.595e-16
116.700, 1.352e-13, 1.950e-13, -8.193e-14, 1.517e-16, 8.134e-16, -2.595e-16
116.800, 1.352e-13, 1.951e-13, -8.197e-14, 1.515e-16, 8.134e-16, -2.595e-16
116.900, 1.352e-13, 1.953e-13, -8.201e-14, 1.514e-16, 8.133e-16, -2.595e-16
117.000, 1.352e-13, 1.954e-13, -8.206e-14, 1.512e-16, 8.133e-16, -2.595e-16
117.100, 1.352e-13, 1.956e-13, -8.210e-14, 1.511e-16, 8.132e-16, -2.595e-16
117.200, 1.352e-13, 1.957e-13, -8.214e-14, 1.510e-16, 8.132e-16, -2.595e-16
117.300, 1.352e-13, 1.958e-13, -8.219e-14, 1.508e-16, 8.131e-16, -2.595e-16
117.400, 1.352e-13, 1.960e-13, -8.223e-14, 1.507e-16, 8.131e-16, -2.595e-16
117.500, 1.352e-13, 1.961e-13, -8.227e-14, 1.505e-16, 8.130e-16, -2.595e-16
117.600, 1.352e-13, 1.963e-13, -8.231e-14, 1.504e-16, 8.130e-16, -2.595e-16
117.700, 1.352e-13, 1.964e-13, -8.236e-14, 1.503e-16, 8.129e-16, -2.595e-16
117.800, 1.353e-13, 1.965e-13, -8.240e-14, 1.501e-16, 8.129e-16, -2.596e-16
117.900, 1.353e-13, 1.967e-13, -8.244e-14, 1.500e-16, 8.128e-16, -2.596e-16
118.000, 1.353e-13, 1.968e-13, -8.248e-14, 1.499e-16, 8.128e-16, -2.596e-16
118.100, 1.353e-13, 1.970e-13, -8.253e-14, 1.497e-16, 8.128e-16, -2.596e-16
118.200, 1.353e-13, 1.971e-13, -8.257e-14, 1.496e-16, 8.127e-16, -2.596e-16
118.300, 1.353e-13, 1.973e-13, -8.261e-14, 1.495e-16, 8.127e-16, -2.596e-16
118.400, 1.353e-13, 1.974e-13, -8.265e-14, 1.493e-16, 8.126e-16, -2.596e-16
118.500, 1.353e-13, 1.975e-13, -8.270e-14, 1.492e-16, 8.126e-16, -2.596e-16
118.600, 1.353e-13, 1.977e-13, -8.274e-14, 1.491e-16, 8.125e-16, -2.596e-16
118.700, 1.353e-13, 1.978e-13, -8.278e-14, 1.490e-16, 8.125e-16, -2.596e-16
118.800, 1.353e-13, 1.980e-13, -8.282e-14, 1.488e-16, 8.124e-16, -2.596e-16
118.900, 1.353e-13, 1.981e-13, -8.287e-14, 1.487e-16, 8.124e-16, -2.596e-16
119.000, 1.353e-13, 1.983e-13, -8.291e-14, 1.486e-16, 8.124e-16, -2.596e-16
119.100, 1.354e-13, 1.984e-13, -8.295e-14, 1.484e-16, 8.123e-16, -2.596e-16
119.200, 1.354e-13, 1.985e-13, -8.299e-14, 1.483e-16, 8.123e-16, -2.596e-16
119.300, 1.354e-13, 1.987e-13, -8.304e-14, 1.482e-16, 8.122e-16, -2.596e-16
119.400, 1.354e-13, 1.988e-13, -8.308e-14, 1.481e-16, 8.122e-16, -2.596e-16
119.500, 1.354e-13, 1.990e-13, -8.312e-14, 1.479e-16, 8.121e-16, -2.596e-16
119.600, 1.354e-13, 1.991e-13, -8.317e-14, 1.478e-16, 8.121e-16, -2.596e-16
119.700, 1.354e-13, 1.992e-13, -8.321e-14, 1.477e-16, 8.121e-16, -2.596e-16
119.800, 1.354e-13, 1.994e-13, -8.325e-14, 1.476e-16, 8.120e-16, -2.596e-16
119.900, 1.354e-13, 1.995e-13, -8.329e-14, 1.474e-16, 8.120e-16, -2.596e-16
120.000, 1.354e-13, 1.997e-13, -8.334e-14, 1.473e-16, 8.119e-16, -2.596e-16
120.100, 1.354e-13, 1.998e-13, -8.338e-14, 1.472e-16, 8.119e-16, -2.596e-16
120.200, 1.354e-13, 2.000e-13, -8.342e-14, 1.471e-16, 8.118e-16, -2.596e-16
120.300, 1.355e-13, 2.001e-13, -8.346e-14, 1.470e-16, 8.118e-16, -2.597e-16
120.400, 1.355e-13, 2.002e-13, -8.351e-14, 1.468e-16, 8.118e-16, -2.597e-16
120.500, 1.355e-13, 2.004e-13, -8.355e-14, 1.467e-16, 8.117e-16, -2.597e-16
120.600, 1.355e-13, 2.005e-13, -8.359e-14, 1.466e-16, 8.117e-16, -2.597e-16
120.700, 1.355e-13, 2.007e-13, -8.363e-14, 1.465e-16, 8.116e-16, -2.597e-16
120.800, 1.355e-13, 2.008e-13, -8.368e-14, 1.464e-16, 8.116e-16, -2.597e-16
120.900, 1.355e-13, 2.009e-13, -8.372e-14, 1.462e-16, 8.115e-16, -2.597e-16
121.000, 1.355e-13, 2.011e-13, -8.376e-14, 1.461e-16, 8.115e-16, -2.597e-16
121.100, 1.355e-13, 2.012e-13, -8.380e-14, 1.460e-16, 8.115e-16, -2.597e-16
121.200, 1.355e-13, 2.014e-13, -8.385e-14, 1.459e-16, 8.114e-16, -2.597e-16
121.300, 1.355e-13, 2.015e-13, -8.389e-14, 1.458e-16, 8.114e-16, -2.597e-16
121.400, 1.355e-13, 2.017e-13, -8.393e-14, 1.457e-16, 8.113e-16, -2.597e-16
121.500, 1.355e-13, 2.018e-13, -8.397e-14, 1.456e-16, 8.113e-16, -2.597e-16
121.600, 1.355e-13, 2.019e-13, -8.402e-14, 1.454e-16, 8.113e-16, -2.597e-16
121.700, 1.356e-13, 2.021e-13, -8.406e-14, 1.453e-16, 8.112e-16, -2.597e-16
121.800, 1.356e-13, 2.022e-13, -8.410e-14, 1.452e-16, 8.112e-16, -2.597e-16
121.900, 1.356e-13, 2.024e-13, -8.414e-14, 1.451e-16, 8.111e-16, -2.597e-16
122.000, 1.356e-13, 2.025e-13, -8.419e-14, 1.450e-16, 8.111e-16, -2.597e-16
122.100, 1.356e-13, 2.026e-13, -8.423e-14, 1.449e-16, 8.111e-16, -2.597e-16
122.200, 1.356e-13, 2.028e-13, -8.427e-14, 1.448e-16, 8.110e-16, -2.597e-16
122.300, 1.356e-13, 2.029e-13, -8.431e-14, 1.447e-16, 8.110e-16, -2.597e-16
122.400, 1.356e-13, 2.031e-13, -8.436e-14, 1.445e-16, 8.109e-16, -2.597e-16
122.500, 1.356e-13, 2.032e-13, -8.440e-14, 1.444e-16, 8.109e-16, -2.597e-16
122.600, 1.356e-13, 2.034e-13, -8.444e-14, 1.443e-16, 8.109e-16, -2.597e-16
122.700, 1.356e-13, 2.035e-13, -8.448e-14, 1.442e-16, 8.108e-16, -2.597e-16
122.800, 1.356e-13, 2.036e-13, -8.453e-14, 1.441e-16, 8.108e-16, -2.597e-16
122.900, 1.356e-13, 2.038e-13, -8.457e-14, 1.440e-16, 8.107e-16, -2.597e-16
123.000, 1.357e-13, 2.039e-13, -8.461e-14, 1.439e-16, 8.107e-16, -2.598e-16
123.100, 1.357e-13, 2.041e-13, -8.465e-14, 1.438e-16, 8.107e-16, -2.598e-16
123.200, 1.357e-13, 2.042e-13, -8.469e-14, 1.437e-16, 8.106e-16, -2.598e-16
123.300, 1.357e-13, 2.043e-13, -8.474e-14, 1.436e-16, 8.106e-16, -2.598e-16
123.400, 1.357e-13, 2.045e-13, -8.478e-14, 1.435e-16, 8.106e-16, -2.598e-16
123.500, 1.357e-13, 2.046e-13, -8.482e-14, 1.434e-16, 8.105e-16, -2.598e-16
123.600, 1.357e-13, 2.048e-13, -8.486e-14, 1.433e-16, 8.105e-16, -2.598e-16
123.700, 1.357e-13, 2.049e-13, -8.491e-14, 1.432e-16, 8.104e-16, -2.598e-16
123.800, 1.357e-13, 2.050e-13, -8.495e-14, 1.431e-16, 8.104e-16, -2.598e-16
123.900, 1.357e-13, 2.052e-13, -8.499e-14, 1.430e-16, 8.104e-16, -2.598e-16
124.000, 1.357e-13, 2.053e-13, -8.503e-14, 1.429e-16, 8.103e-16, -2.598e-16
124.100, 1.357e-13, 2.055e-13, -8.508e-14, 1.428e-16, 8.103e-16, -2.598e-16
124.200, 1.357e-13, 2.056e-13, -8.512e-14, 1.426e-16, 8.103e-16, -2.598e-16
124.300, 1.357e-13, 2.057e-13, -8.516e-14, 1.425e-16, 8.102e-16, -2.598e-16
124.400, 1.358e-13, 2.059e-13, -8.520e-14, 1.424e-16, 8.102e-16, -2.598e-16
124.500, 1.358e-13, 2.060e-13, -8.525e-14, 1.423e-16, 8.101e-16, -2.598e-16
124.600, 1.358e-13, 2.062e-13, -8.529e-14, 1.422e-16, 8.101e-16, -2.598e-16
124.700, 1.358e-13, 2.063e-13, -8.533e-14, 1.421e-16, 8.101e-16, -2.598e-16
124.800, 1.358e-13, 2.064e-13, -8.537e-14, 1.420e-16, 8.100e-16, -2.598e-16
124.900, 1.358e-13, 2.066e-13, -8.542e-14, 1.420e-16, 8.100e-16, -2.598e-16
125.000, 1.358e-13, 2.067e-13, -8.546e-14, 1.419e-16, 8.100e-16, -2.598e-16
125.100, 1.358e-13, 2.069e-13, -8.550e-14, 1.418e-16, 8.099e-16, -2.598e-16
125.200, 1.358e-13, 2.070e-13, -8.554e-14, 1.417e-16, 8.099e-16, -2.598e-16
125.300, 1.358e-13, 2.071e-13, -8.558e-14, 1.416e-16, 8.099e-16, -2.598e-16
125.400, 1.358e-13, 2.073e-13, -8.563e-14, 1.415e-16, 8.098e-16, -2.598e-16
125.500, 1.358e-13, 2.074e-13, -8.567e-14, 1.414e-16, 8.098e-16, -2.598e-16
125.600, 1.358e-13, 2.076e-13, -8.571e-14, 1.413e-16, 8.098e-16, -2.598e-16
125.700, 1.358e-13, 2.077e-13, -8.575e-14, 1.412e-16, 8.097e-16, -2.598e-16
125.800, 1.358e-13, 2.078e-13, -8.580e-14, 1.411e-16, 8.097e-16, -2.598e-16
125.900, 1.359e-13, 2.080e-13, -8.584e-14, 1.410e-16, 8.096e-16, -2.599e-16
126.000, 1.359e-13, 2.081e-13, -8.588e-14, 1.409e-16, 8.096e-16, -2.599e-16
126.100, 1.359e-13, 2.083e-13, -8.592e-14, 1.408e-16, 8.096e-16, -2.599e-16
126.200, 1.359e-13, 2.084e-13, -8.597e-14, 1.407e-16, 8.095e-16, -2.599e-16
126.300, 1.359e-13, 2.085e-13, -8.601e-14, 1.406e-16, 8.095e-16, -2.599e-16
126.400, 1.359e-13, 2.087e-13, -8.605e-14, 1.405e-16, 8.095e-16, -2.599e-16
126.500, 1.359e-13, 2.088e-13, -8.609e-14, 1.404e-16, 8.094e-16, -2.599e-16
126.600, 1.359e-13, 2.090e-13, -8.613e-14, 1.403e-16, 8.094e-16, -2.599e-16
126.700, 1.359e-13, 2.091e-13, -8.618e-14, 1.402e-16, 8.094e-16, -2.599e-16
126.800, 1.359e-13, 2.092e-13, -8.622e-14, 1.402e-16, 8.093e-16, -2.599e-16
126.900, 1.359e-13, 2.094e-13, -8.626e-14, 1.401e-16, 8.093e-16, -2.599e-16
127.000, 1.359e-13, 2.095e-13, -8.630e-14, 1.400e-16, 8.093e-16, -2.599e-16
127.100, 1.359e-13, 2.097e-13, -8.635e-14, 1.399e-16, 8.092e-16, -2.599e-16
127.200, 1.359e-13, 2.098e-13, -8.639e-14, 1.398e-16, 8.092e-16, -2.599e-16
127.300, 1.360e-13, 2.099e-13, -8.643e-14, 1.397e-16, 8.092e-16, -2.599e-16
127.400, 1.360e-13, 2.101e-13, -8.647e-14, 1.396e-16, 8.091e-16, -2.599e-16
127.500, 1.360e-13, 2.102e-13, -8.651e-14, 1.395e-16, 8.091e-16, -2.599e-16
127.600, 1.360e-13, 2.104e-13, -8.656e-14, 1.394e-16, 8.091e-16, -2.599e-16
127.700, 1.360e-13, 2.105e-13, -8.660e-14, 1.394e-16, 8.090e-16, -2.599e-16
127.800, 1.360e-13, 2.106e-13, -8.664e-14, 1.393e-16, 8.090e-16, -2.599e-16
127.900, 1.360e-13, 2.108e-13, -8.668e-14, 1.392e-16, 8.090e-16, -2.599e-16
128.000, 1.360e-13, 2.109e-13, -8.673e-14, 1.391e-16, 8.089e-16, -2.599e-16
128.100, 1.360e-13, 2.111e-13, -8.677e-14, 1.390e-16, 8.089e-16, -2.599e-16
128.200, 1.360e-13, 2.112e-13, -8.681e-14, 1.389e-16, 8.089e-16, -2.599e-16
128.300, 1.360e-13, 2.113e-13, -8.685e-14, 1.388e-16, 8.088e-16, -2.599e-16
128.400, 1.360e-13, 2.115e-13, -8.689e-14, 1.388e-16, 8.088e-16, -2.599e-16
128.500, 1.360e-13, 2.116e-13, -8.694e-14, 1.387e-16, 8.088e-16, -2.599e-16
128.600, 1.360e-13, 2.118e-13, -8.698e-14, 1.386e-16, 8.087e-16, -2.599e-16
128.700, 1.360e-13, 2.119e-13, -8.702e-14, 1.385e-16, 8.087e-16, -2.599e-16
128.800, 1.361e-13, 2.120e-13, -8.706e-14, 1.384e-16, 8.087e-16, -2.599e-16
128.900, 1.361e-13, 2.122e-13, -8.711e-14, 1.383e-16, 8.086e-16, -2.599e-16
129.000, 1.361e-13, 2.123e-13, -8.715e-14, 1.383e-16, 8.086e-16, -2.599e-16
129.100, 1.361e-13, 2.125e-13, -8.719e-14, 1.382e-16, 8.086e-16, -2.599e-16
129.200, 1.361e-13, 2.126e-13, -8.723e-14, 1.381e-16, 8.086e-16, -2.600e-16
129.300, 1.361e-13, 2.127e-13, -8.727e-14, 1.380e-16, 8.085e-16, -2.600e-16
129.400, 1.361e-13, 2.129e-13, -8.732e-14, 1.379e-16, 8.085e-16, -2.600e-16
129.500, 1.361e-13, 2.130e-13, -8.736e-14, 1.378e-16, 8.085e-16, -2.600e-16
129.600, 1.361e-13, 2.132e-13, -8.740e-14, 1.378e-16, 8.084e-16, -2.600e-16
129.700, 1.361e-13, 2.133e-13, -8.744e-14, 1.377e-16, 8.084e-16, -2.600e-16
129.800, 1.361e-13, 2.134e-13, -8.749e-14, 1.376e-16, 8.084e-16, -2.600e-16
129.900, 1.361e-13, 2.136e-13, -8.753e-14, 1.375e-16, 8.083e-16, -2.600e-16
130.000, 1.361e-13, 2.137e-13, -8.757e-14, 1.374e-16, 8.083e-16, -2.600e-16
130.100, 1.361e-13, 2.138e-13, -8.761e-14, 1.374e-16, 8.083e-16, -2.600e-16
130.200, 1.361e-13, 2.140e-13, -8.765e-14, 1.373e-16, 8.082e-16, -2.600e-16
130.300, 1.362e-13, 2.141e-13, -8.770e-14, 1.372e-16, 8.082e-16, -2.600e-16
130.400, 1.362e-13, 2.143e-13, -8.774e-14, 1.371e-16, 8.082e-16, -2.600e-16
130.500, 1.362e-13, 2.144e-13, -8.778e-14, 1.370e-16, 8.082e-16, -2.600e-16
130.600, 1.362e-13, 2.145e-13, -8.782e-14, 1.370e-16, 8.081e-16, -2.600e-16
130.700, 1.362e-13, 2.147e-13, -8.786e-14, 1.369e-16, 8.081e-16, -2.600e-16
130.800, 1.362e-13, 2.148e-13, -8.791e-14, 1.368e-16, 8.081e-16, -2.600e-16
130.900, 1.362e-13, 2.150e-13, -8.795e-14, 1.367e-16, 8.080e-16, -2.600e-16
131.000, 1.362e-13, 2.151e-13, -8.799e-14, 1.367e-16, 8.080e-16, -2.600e-16
131.100, 1.362e-13, 2.152e-13, -8.803e-14, 1.366e-16, 8.080e-16, -2.600e-16
131.200, 1.362e-13, 2.154e-13, -8.807e-14, 1.365e-16, 8.079e-16, -2.600e-16
131.300, 1.362e-13, 2.155e-13, -8.812e-14, 1.364e-16, 8.079e-16, -2.600e-16
131.400, 1.362e-13, 2.157e-13, -8.816e-14, 1.364e-16, 8.079e-16, -2.600e-16
131.500, 1.362e-13, 2.158e-13, -8.820e-14, 1.363e-16, 8.079e-16, -2.600e-16
131.600, 1.362e-13, 2.159e-13, -8.824e-14, 1.362e-16, 8.078e-16, -2.600e-16
131.700, 1.362e-13, 2.161e-13, -8.829e-14, 1.361e-16, 8.078e-16, -2.600e-16
131.800, 1.362e-13, 2.162e-13, -8.833e-14, 1.361e-16, 8.078e-16, -2.600e-16
131.900, 1.363e-13, 2.163e-13, -8.837e-14, 1.360e-16, 8.077e-16, -2.600e-16
132.000, 1.363e-13, 2.165e-13, -8.841e-14, 1.359e-16, 8.077e-16, -2.600e-16
132.100, 1.363e-13, 2.166e-13, -8.845e-14, 1.358e-16, 8.077e-16, -2.600e-16
132.200, 1.363e-13, 2.168e-13, -8.850e-14, 1.358e-16, 8.077e-16, -2.600e-16
132.300, 1.363e-13, 2.169e-13, -8.854e-14, 1.357e-16, 8.076e-16, -2.600e-16
132.400, 1.363e-13, 2.170e-13, -8.858e-14, 1.356e-16, 8.076e-16, -2.600e-16
132.500, 1.363e-13, 2.172e-13, -8.862e-14, 1.356e-16, 8.076e-16, -2.600e-16
132.600, 1.363e-13, 2.173e-13, -8.866e-14, 1.355e-16, 8.075e-16, -2.600e-16
132.700, 1.363e-13, 2.175e-13, -8.871e-14, 1.354e-16, 8.075e-16, -2.600e-16
132.800, 1.363e-13, 2.176e-13, -8.875e-14, 1.353e-16, 8.075e-16, -2.600e-16
132.900, 1.363e-13, 2.177e-13, -8.879e-14, 1.353e-16, 8.075e-16, -2.601e-16
133.000, 1.363e-13, 2.179e-13, -8.883e-14, 1.352e-16, 8.074e-16, -2.601e-16
133.100, 1.363e-13, 2.180e-13, -8.887e-14, 1.351e-16, 8.074e-16, -2.601e-16
133.200, 1.363e-13, 2.181e-13, -8.892e-14, 1.351e-16, 8.074e-16, -2.601e-16
133.300, 1.363e-13, 2.183e-13, -8.896e-14, 1.350e-16, 8.073e-16, -2.601e-16
133.400, 1.363e-13, 2.184e-13, -8.900e-14, 1.349e-16, 8.073e-16, -2.601e-16
133.500, 1.364e-13, 2.186e-13, -8.904e-14, 1.349e-16, 8.073e-16, -2.601e-16
133.600, 1.364e-13, 2.187e-13, -8.908e-14, 1.348e-16, 8.073e-16, -2.601e-16
133.700, 1.364e-13, 2.188e-13, -8.913e-14, 1.347e-16, 8.072e-16, -2.601e-16
133.800, 1.364e-13, 2.190e-13, -8.917e-14, 1.346e-16, 8.072e-16, -2.601e-16
133.900, 1.364e-13, 2.191e-13, -8.921e-14, 1.346e-16, 8.072e-16, -2.601e-16
134.000, 1.364e-13, 2.193e-13, -8.925e-14, 1.345e-16, 8.072e-16, -2.601e-16
134.100, 1.364e-13, 2.194e-13, -8.929e-14, 1.344e-16, 8.071e-16, -2.601e-16
134.200, 1.364e-13, 2.195e-13, -8.934e-14, 1.344e-16, 8.071e-16, -2.601e-16
134.300, 1.364e-13, 2.197e-13, -8.938e-14, 1.343e-16, 8.071e-16, -2.601e-16
134.400, 1.364e-13, 2.198e-13, -8.942e-14, 1.342e-16, 8.070e-16, -2.601e-16
134.500, 1.364e-13, 2.199e-13, -8.946e-14, 1.342e-16, 8.070e-16, -2.601e-16
134.600, 1.364e-13, 2.201e-13, -8.950e-14, 1.341e-16, 8.070e-16, -2.601e-16
134.700, 1.364e-13, 2.202e-13, -8.955e-14, 1.340e-16, 8.070e-16, -2.601e-16
134.800, 1.364e-13, 2.204e-13, -8.959e-14, 1.340e-16, 8.069e-16, -2.601e-16
134.900, 1.364e-13, 2.205e-13, -8.963e-14, 1.339e-16, 8.069e-16, -2.601e-16
135.000, 1.364e-13, 2.206e-13, -8.967e-14, 1.338e-16, 8.069e-16, -2.601e-16
135.100, 1.365e-13, 2.208e-13, -8.971e-14, 1.338e-16, 8.069e-16, -2.601e-16
135.200, 1.365e-13, 2.209e-13, -8.976e-14, 1.337e-16, 8.068e-16, -2.601e-16
135.300, 1.365e-13, 2.210e-13, -8.980e-14, 1.337e-16, 8.068e-16, -2.601e-16
135.400, 1.365e-13, 2.212e-13, -8.984e-14, 1.336e-16, 8.068e-16, -2.601e-16
135.500, 1.365e-13, 2.213e-13, -8.988e-14, 1.335e-16, 8.068e-16, -2.601e-16
135.600, 1.365e-13, 2.215e-13, -8.992e-14, 1.335e-16, 8.067e-16, -2.601e-16
135.700, 1.365e-13, 2.216e-13, -8.996e-14, 1.334e-16, 8.067e-16, -2.601e-16
135.800, 1.365e-13, 2.217e-13, -9.001e-14, 1.333e-16, 8.067e-16, -2.601e-16
135.900, 1.365e-13, 2.219e-13, -9.005e-14, 1.333e-16, 8.067e-16, -2.601e-16
136.000, 1.365e-13, 2.220e-13, -9.009e-14, 1.332e-16, 8.066e-16, -2.601e-16
136.100, 1.365e-13, 2.221e-13, -9.013e-14, 1.331e-16, 8.066e-16, -2.601e-16
136.200, 1.365e-13, 2.223e-13, -9.017e-14, 1.331e-16, 8.066e-16, -2.601e-16
136.300, 1.365e-13, 2.224e-13, -9.022e-14, 1.330e-16, 8.066e-16, -2.601e-16
136.400, 1.365e-13, 2.226e-13, -9.026e-14, 1.330e-16, 8.065e-16, -2.601e-16
136.500, 1.365e-13, 2.227e-13, -9.030e-14, 1.329e-16, 8.065e-16, -2.601e-16
136.600, 1.365e-13, 2.228e-13, -9.034e-14, 1.328e-16, 8.065e-16, -2.601e-16
136.700, 1.365e-13, 2.230e-13, -9.038e-14, 1.328e-16, 8.065e-16, -2.601e-16
136.800, 1.366e-13, 2.231e-13, -9.043e-14, 1.327e-16, 8.064e-16, -2.601e-16
136.900, 1.366e-13, 2.232e-13, -9.047e-14, 1.327e-16, 8.064e-16, -2.601e-16
137.000, 1.366e-13, 2.234e-13, -9.051e-14, 1.326e-16, 8.064e-16, -2.601e-16
137.100, 1.366e-13, 2.235e-13, -9.055e-14, 1.325e-16, 8.064e-16, -2.601e-16
137.200, 1.366e-13, 2.237e-13, -9.059e-14, 1.325e-16, 8.063e-16, -2.601e-16
137.300, 1.366e-13, 2.238e-13, -9.063e-14, 1.324e-16, 8.063e-16, -2.602e-16
137.400, 1.366e-13, 2.239e-13, -9.068e-14, 1.324e-16, 8.063e-16, -2.602e-16
137.500, 1.366e-13, 2.241e-13, -9.072e-14, 1.323e-16, 8.063e-16, -2.602e-16
137.600, 1.366e-13, 2.242e-13, -9.076e-14, 1.322e-16, 8.062e-16, -2.602e-16
137.700, 1.366e-13, 2.243e-13, -9.080e-14, 1.322e-16, 8.062e-16, -2.602e-16
137.800, 1.366e-13, 2.245e-13, -9.084e-14, 1.321e-16, 8.062e-16, -2.602e-16
137.900, 1.366e-13, 2.246e-13, -9.089e-14, 1.321e-16, 8.062e-16, -2.602e-16
138.000, 1.366e-13, 2.248e-13, -9.093e-14, 1.320e-16, 8.061e-16, -2.602e-16
138.100, 1.366e-13, 2.249e-13, -9.097e-14, 1.319e-16, 8.061e-16, -2.602e-16
138.200, 1.366e-13, 2.250e-13, -9.101e-14, 1.319e-16, 8.061e-16, -2.602e-16
138.300, 1.366e-13, 2.252e-13, -9.105e-14, 1.318e-16, 8.061e-16, -2.602e-16
138.400, 1.367e-13, 2.253e-13, -9.109e-14, 1.318e-16, 8.061e-16, -2.602e-16
138.500, 1.367e-13, 2.254e-13, -9.114e-14, 1.317e-16, 8.060e-16, -2.602e-16
138.600, 1.367e-13, 2.256e-13, -9.118e-14, 1.317e-16, 8.060e-16, -2.602e-16
138.700, 1.367e-13, 2.257e-13, -9.122e-14, 1.316e-16, 8.060e-16, -2.602e-16
138.800, 1.367e-13, 2.258e-13, -9.126e-14, 1.315e-16, 8.060e-16, -2.602e-16
138.900, 1.367e-13, 2.260e-13, -9.130e-14, 1.315e-16, 8.059e-16, -2.602e-16
139.000, 1.367e-13, 2.261e-13, -9.135e-14, 1.314e-16, 8.059e-16, -2.602e-16
139.100, 1.367e-13, 2.263e-13, -9.139e-14, 1.314e-16, 8.059e-16, -2.602e-16
139.200, 1.367e-13, 2.264e-13, -9.143e-14, 1.313e-16, 8.059e-16, -2.602e-16
139.300, 1.367e-13, 2.265e-13, -9.147e-14, 1.313e-16, 8.058e-16, -2.602e-16
139.400, 1.367e-13, 2.267e-13, -9.151e-14, 1.312e-16, 8.058e-16, -2.602e-16
139.500, 1.367e-13, 2.268e-13, -9.155e-14, 1.311e-16, 8.058e-16, -2.602e-16
139.600, 1.367e-13, 2.269e-13, -9.160e-14, 1.311e-16, 8.058e-16, -2.602e-16
139.700, 1.367e-13, 2.271e-13, -9.164e-14, 1.310e-16, 8.058e-16, -2.602e-16
139.800, 1.367e-13, 2.272e-13, -9.168e-14, 1.310e-16, 8.057e-16, -2.602e-16
139.900, 1.367e-13, 2.274e-13, -9.172e-14, 1.309e-16, 8.057e-16, -2.602e-16
140.000, 1.367e-13, 2.275e-13, -9.176e-14, 1.309e-16, 8.057e-16, -2.602e-16
140.100, 1.368e-13, 2.276e-13, -9.180e-14, 1.308e-16, 8.057e-16, -2.602e-16
140.200, 1.368e-13, 2.278e-13, -9.185e-14, 1.308e-16, 8.056e-16, -2.602e-16
140.300, 1.368e-13, 2.279e-13, -9.189e-14, 1.307e-16, 8.056e-16, -2.602e-16
140.400, 1.368e-13, 2.280e-13, -9.193e-14, 1.307e-16, 8.056e-16, -2.602e-16
140.500, 1.368e-13, 2.282e-13, -9.197e-14, 1.306e-16, 8.056e-16, -2.602e-16
140.600, 1.368e-13, 2.283e-13, -9.201e-14, 1.305e-16, 8.056e-16, -2.602e-16
140.700, 1.368e-13, 2.284e-13, -9.205e-14, 1.305e-16, 8.055e-16, -2.602e-16
140.800, 1.368e-13, 2.286e-13, -9.210e-14, 1.304e-16, 8.055e-16, -2.602e-16
